TextKey,Text
LORE_PHONE_BROKEN_L4,Không thể mở. Hỏng hoàn toàn.
CHOICE_DIARY_SHOW,Đưa cho Mika
CHOICE_DIARY_HIDE,Giấu đi
CHOICE_DIARY_READ_MORE,Đọc hết
DIALOGUE_MIKA_DAY3_CONFRONT_CHOICE,...
DIALOGUE_PLAYER_DAY2_WAKE,Hôm nay... có gì khác không?
DIALOGUE_PLAYER_WAKEUP_DAY5,...Chuyện gì đang xảy ra?
DIALOGUE_PLAYER_BED_DAY4,Tao sợ ngủ. Sợ ngày mai.
DIALOGUE_PLAYER_BRUISE_EXAMINE_L2,Vết bầm... từ đâu ra?
LORE_OWN_DIARY_L1,[Nhật ký riêng] 'Tao nhớ... điều gì đó.'
LORE_OWN_DIARY_L2,Những trang cuối bị rách.
LORE_OWN_DIARY_L3,Chữ viết run rẩy: 'Mẹ đã chết. CHẾT RỒI!'
LORE_REPORT_CARD_L1,Bảng điểm cũ. Toàn điểm F.
LORE_REPORT_CARD_L2,Chữ viết của giáo viên: 'Cần gặp phụ huynh.'
LORE_PHONE_CHARGER_L1,Sạc điện thoại. Không có điện thoại.
LORE_PHONE_CHARGER_L2,Điện thoại... ở đâu rồi?
LORE_PHOTO_ALBUM_L1,Album ảnh. Nhiều ảnh bị rách.
LORE_PHOTO_ALBUM_L2,Những khuôn mặt đã mất.
LORE_CLOCK_FROZEN_L1,Đồng hồ dừng lại. 3:47 PM.
LORE_CLOCK_FROZEN_L2,Luôn luôn là 3:47 PM.
DIALOGUE_MIKA,...
DIALOGUE_PLAYER_BRUISE_EXAMINE_L1,Vết bầm tím trên tay. Đau.
TV_LIVING,Ti Vi
SOFA_LIVING,Ghế Sofa
SHELF_LIVING,Kệ Sách
PHOTO_FRAME_1,...
FRIDGE_KITCHEN,Tủ Lạnh
CALENDAR_KITCHEN,Lịch
WASHING_MACHINE,Máy Giặt
STOVE_KITCHEN,Bếp
LAUNDRY_BASKET,Giỏ Quần Áo
MIRROR_BATHROOM,Gương
RADIO_LIVING,Radio
WINDOW_LIVING,Cửa Sổ
TABLE_DINING,Bàn Ăn
BOOK_SHELF_1,...
PHOTO_FRAME_2,...
PHOTO_FRAME_3,...
PHONE_BROKEN,Điện Thoại Hỏng
CLOCK_KITCHEN,Đồng Hồ
NPC_MIKA,Mika
BED_PLAYER,Giường
DOOR_BEDROOM,Cửa Phòng Ngủ
DIALOGUE_PLAYER_EXAMINE_TABLE_L1,Bàn ăn gỗ. Chỗ chúng tôi cùng ăn tối.
DIALOGUE_PLAYER_EXAMINE_RADIO_L1,Radio cũ. Hiếm khi dùng.
DIALOGUE_PLAYER_EXAMINE_STOVE_L1,Bếp ga cũ kỹ. Vẫn dùng được.
DIALOGUE_PLAYER_EXAMINE_WASHING_MACHINE_L1,Máy giặt. Đống quần áo chưa giặt.
DIALOGUE_PLAYER_EXAMINE_PHOTO_FRAME_L1,Ảnh của chúng tôi. Mika đang cười.
OBJ_DAY1_WAKE_DESC,Thức dậy trong phòng ngủ
OBJ_DAY1_TALK_MIKA_DESC,Nói chuyện với Mika
OBJ_DAY1_EXPLORE_DESC,Khám phá ngôi nhà
OBJ_DAY1_CLEAN_DESC,Dọn dẹp nhà cửa
OBJ_DAY1_DINNER_DESC,Ăn tối với Mika
OBJ_DAY1_TV_DESC,Xem TV cùng Mika
OBJ_DAY1_SLEEP_DESC,Đi ngủ
OBJ_DAY2_WAKE_DESC,Thức dậy - Ngày 2
OBJ_DAY2_TALK_MIKA_DESC,Nói chuyện với Mika buổi sáng
OBJ_DAY2_LAUNDRY_DESC,Giặt đồ
OBJ_DAY2_COOK_DESC,Nấu ăn
OBJ_DAY2_DINNER_DESC,Ăn tối
OBJ_DAY2_TV_DESC,Xem TV
OBJ_DAY2_SLEEP_DESC,Đi ngủ
OBJ_DAY3_WAKE_DESC,Thức dậy - Ngày 3
OBJ_DAY3_TALK_MIKA_DESC,Nói chuyện với Mika
OBJ_DAY3_CALENDAR_DESC,Kiểm tra lịch
OBJ_DAY3_NEWS_DESC,Xem tin tức trên TV
OBJ_DAY3_CONFRONT_DESC,Đối chất với Mika
OBJ_DAY3_DINNER_DESC,Ăn tối
OBJ_DAY3_SLEEP_DESC,Đi ngủ
OBJ_DAY4_WAKE_DESC,Thức dậy trong bóng tối
OBJ_DAY4_FIND_MIKA_DESC,Tìm Mika
OBJ_DAY4_DIARY_DESC,Đọc nhật ký dưới giường
OBJ_DAY4_MIRROR_DESC,Đối diện với gương
OBJ_DAY4_WHISPERS_DESC,Nghe tiếng thì thầm
OBJ_DAY4_ESCAPE_DESC,Cố gắng thoát ra
OBJ_DAY4_ACCEPTANCE_DESC,Chấp nhận sự thật
OBJ_DAY5_WAKE_DESC,Thức dậy - Ngày cuối
OBJ_DAY5_TALK_MIKA_DESC,Nói chuyện cuối cùng
OBJ_DAY5_CHOICE_DESC,Đưa ra lựa chọn
OBJ_LORE_NEWSPAPER01_DESC,Tìm báo cũ
OBJ_LORE_NOTE01_DESC,Đọc ghi chú 1
OBJ_LORE_NOTE03_DESC,Đọc ghi chú 3
OBJ_LORE_FINAL_NOTE_DESC,Tìm ghi chú cuối cùng
OBJ_LORE_TV_BROADCAST_DESC,Xem tin tức đặc biệt
OBJ_LORE_PHOTO_BLUR_DESC,Phát hiện ảnh mờ dần
OBJ_LORE_FRIDGE_EMPTY_DESC,Nhận ra tủ lạnh trống rỗng
OBJ_LORE_CALENDAR_LOOP_DESC,Phát hiện lịch lặp lại
OBJ_LORE_DIARY_DESC,Đọc nhật ký bí ẩn
OBJ_LORE_MIRROR_DESC,Khám phá sự thật qua gương
OBJ_LORE_WHISPERS_DESC,Lắng nghe tiếng thì thầm
OBJ_LORE_VOID_DESC,Đối mặt với Void
CHOICE_CHORE_ACCEPT,Được thôi
CHOICE_CHORE_QUESTION,Tại sao không phải mẹ làm?
CHOICE_CHORE_HESITANT,Hmm... để tôi nghĩ
CHOICE_FAMILY_DEFLECT,Thôi... chuyện đó thôi
CHOICE_FAMILY_SHUTDOWN,(im lặng)
CHOICE_FAMILY_LIE,Ừ... mẹ sắp về mà
CHOICE_BEDTIME_WARM,Cảm ơn. Ngủ ngon
CHOICE_BEDTIME_SILENT,(im lặng)
CHOICE_SLEEP_HONEST,Không... tôi mơ thấy điều gì đó
CHOICE_SLEEP_NEUTRAL,Bình thường thôi
CHOICE_SLEEP_AVOID,Ổn
CHOICE_PHOTO_ASK,Hỏi Mika về bức ảnh
CHOICE_PHOTO_OBSERVE,Quan sát kỹ hơn
CHOICE_PHOTO_DISMISS,Có lẽ chỉ là ánh sáng
CHOICE_COOK_TOGETHER,Nấu cùng nhau
CHOICE_COOK_ALONE,Mika tự làm đi
CHOICE_TV_ACCEPT,Ừ, dây cáp cũ rồi
CHOICE_TV_CONCERN,Không chỉ là TV đâu
CHOICE_MORNING_NORMAL,Chị ổn không?
CHOICE_MORNING_CONCERNED,Trông chị không ổn lắm
CHOICE_DINNER_NORMAL,Ăn tối thôi
CHOICE_DINNER_SILENT,(im lặng)
CHOICE_FROZEN_ASK,Chị... đang làm gì vậy?
CHOICE_FROZEN_BACK,Tôi nên đi
CHOICE_MIRROR_DENY,KHÔNG! Đó là tôi!
CHOICE_MIRROR_ACCEPT,(chấp nhận)
CHOICE_MIRROR_RAGE,(đập gương)
CHOICE_ESCAPE_KEEP_TRYING,Thử tiếp! Tất cả các cửa!
CHOICE_ESCAPE_GIVE_UP,Vô ích rồi
CHOICE_ACCEPT_STAY,(chấp nhận)
CHOICE_RESIST,KHÔNG!
CHOICE_MORNING_SILENT,(im lặng)
CHOICE_MORNING_LIE,Mọi thứ ổn mà
CHOICE_REGRET_NO,Không. Đây là lựa chọn đúng
CHOICE_REGRET_YES,Có. Nhưng quá muộn rồi
CHOICE_REGRET_UNKNOWN,Tôi... không biết
DIALOGUE_MIKA_DAY1_AFTER_CHORE_HINT,Mẹ hay về lúc này... làm bữa tối.
DIALOGUE_MIKA_DAY1_AFTER_CHORE_HINT_2,Thôi, để chị lo vậy.
DIALOGUE_PLAYER_WAKE_D1_1,Mmm... mấy giờ rồi nhỉ?
DIALOGUE_PLAYER_WAKE_D1_2,Ánh sáng chiều... ngủ lâu quá rồi.
DIALOGUE_PLAYER_WAKE_D1_3,Phòng này... yên tĩnh thật.
DIALOGUE_PLAYER_WAKE_D1_4,Chăn ấm. Giường êm. Lâu rồi mình không ngủ ngon thế này.
DIALOGUE_PLAYER_WAKE_D1_5,À đúng rồi. Mình đang ở đây. Với Mika.
DIALOGUE_MIKA_DAY1_MORNING_1,Ồ — cậu dậy rồi à? Ngủ ngon không?
DIALOGUE_MIKA_DAY1_MORNING_2,Ngủ gần 3 tiếng đấy. Mệt lắm chắc hả?
DIALOGUE_MIKA_DAY1_MORNING_3,Không sao. Ở đây cứ thoải mái nhé.
DIALOGUE_MIKA_DAY1_MORNING_4,Này, cậu đói không? Tớ nấu cơm rồi đó.
DIALOGUE_MIKA_DAY1_MORNING_CHOICE,Ăn đi, đừng ngại.
DIALOGUE_MIKA_DAY1_MORNING_RESP,Ha ha — ngại gì vậy? Ăn đi! Mình là... gia đình mà.
DIALOGUE_MIKA_DAY1_MORNING_RESP_SILENT,Không sao. Lát đói thì gọi tớ nhé.
DIALOGUE_MIKA_DAY1_MORNING_5,Ăn xong thì cậu khám phá nhà tự do đi.
DIALOGUE_MIKA_DAY1_MORNING_6,Tớ phải làm việc chút. Cần gì cứ gọi nhé!
DIALOGUE_MIKA_DAY1_IDLE_EXPLORE_1,Cứ tự nhiên nhé. Tớ đang bận chút.
DIALOGUE_MIKA_DAY1_IDLE_EXPLORE_2,Nhà không lớn lắm nhưng... ấm áp đúng không?
DIALOGUE_MIKA_DAY1_CHORE_ASK,Này, cậu rảnh không?
DIALOGUE_MIKA_DAY1_CHORE_ASK_2,Tớ đang bận một chút. Cậu giúp tớ bỏ đồ giặt vào rổ được không? Xong rồi gọi tớ nhé!
DIALOGUE_MIKA_DAY1_CHORE_CHOICE,Không khó đâu. Làm được mà!
DIALOGUE_MIKA_DAY1_CHORE_ACCEPT,Cảm ơn nhé! Giỏi lắm.
DIALOGUE_MIKA_DAY1_CHORE_QUESTION,Mẹ... mẹ đang bận chuyện khác. Cậu giúp tớ được mà.
DIALOGUE_MIKA_DAY1_CHORE_QUESTION_2,Giỏi lắm! Xong rồi gọi tớ nhé.
DIALOGUE_MIKA_DAY1_CHORE_HESITANT,Không khó đâu — thử xem, cậu làm được mà.
DIALOGUE_MIKA_DAY1_AFTER_CHORE_HINT,Mẹ hay về lúc này... để làm bữa tối.
DIALOGUE_MIKA_DAY1_AFTER_CHORE_HINT_2,Thôi, để chị lo vậy.
DIALOGUE_MIKA_DAY1_IDLE_PRE_CLEAN_1,Cậu cứ tự nhiên. Tớ chuẩn bị bữa tối.
DIALOGUE_MIKA_DAY1_DINNER_1,Cơm xong rồi! Lại đây ăn đi.
DIALOGUE_MIKA_DAY1_DINNER_2,Thịt kho này tớ nấu từ sáng. Hy vọng ngon.
DIALOGUE_MIKA_DAY1_DINNER_3,Sao? Ngon không?
DIALOGUE_MIKA_DAY1_DINNER_4,Tốt rồi. Từ giờ tớ sẽ nấu cho cậu mỗi ngày.
DIALOGUE_MIKA_DAY1_DINNER_5,Đây là nhà của cậu. Cứ... thoải mái như ở nhà vậy.
DIALOGUE_MIKA_DAY1_DINNER_FAMILY_CHOICE,Mình ăn cùng nhau thôi, đừng nghĩ nhiều.
DIALOGUE_MIKA_DAY1_FAMILY_DEFLECT,...À thôi. Không sao đâu.
DIALOGUE_MIKA_DAY1_FAMILY_SHUTDOWN,...Ừ. Cậu không muốn nói thì thôi.
DIALOGUE_MIKA_DAY1_FAMILY_LIE,Ừ... đúng vậy. Mẹ sắp về mà.
DIALOGUE_MIKA_DAY1_TV_1,Xem TV chút không? Có hoạt hình hay đấy.
DIALOGUE_MIKA_DAY1_TV_2,Cái này tớ xem hồi nhỏ. Vui nhỉ?
DIALOGUE_MIKA_DAY1_TV_3,...Hay nhỉ. Cậu thích không?
DIALOGUE_MIKA_DAY1_BEDTIME_1,Muộn rồi. Đi ngủ thôi cậu ơi.
DIALOGUE_MIKA_DAY1_BEDTIME_2,Ngày mai còn nhiều thứ phải làm.
DIALOGUE_MIKA_DAY1_BEDTIME_CHOICE,Ngủ ngon nhé.
DIALOGUE_MIKA_DAY1_BEDTIME_WARM,Ngủ ngon. Cậu cũng vậy.
DIALOGUE_MIKA_DAY1_BEDTIME_SILENT,...Ngủ ngon.
DIALOGUE_PLAYER_BED_D1_1,Ngày đầu tiên...
DIALOGUE_PLAYER_BED_D1_2,Mọi thứ... ổn hơn mình nghĩ.
DIALOGUE_PLAYER_BED_D1_3,Mika tốt. Nhà ấm áp.
DIALOGUE_PLAYER_BED_D1_4,Có lẽ... mình sẽ ổn thôi.
DIALOGUE_PLAYER_BED_D1_5,...Nhưng sao cửa ra ngoài lại khóa nhỉ?
DIALOGUE_PLAYER_BED_D1_6,Mika nói vì an toàn. Đúng rồi đó.
DIALOGUE_PLAYER_BED_D1_7,Nghĩ nhiều quá. Ngủ thôi.
DIALOGUE_MIKA_DAY2_MORNING_1,Sáng nay dậy sớm đấy! Ngủ ngon không?
DIALOGUE_MIKA_DAY2_MORNING_2,Tốt. À — mẹ gọi sáng sớm. Bảo hôm nay về muộn, bận việc.
DIALOGUE_MIKA_DAY2_MORNING_3,Nhưng không sao, mình có nhau mà. Cậu ngủ có thấy gì lạ không?
DIALOGUE_MIKA_DAY2_MORNING_SLEEP_CHOICE,...Kể tớ nghe đi.
DIALOGUE_MIKA_DAY2_SLEEP_HONEST,Mơ à? Bình thường thôi. Ngủ tiếp đi mà.
DIALOGUE_MIKA_DAY2_SLEEP_NEUTRAL,Ừ vậy. Hôm nay cậu giúp tớ mấy việc nhà nhé.
DIALOGUE_MIKA_DAY2_SLEEP_AVOID,Ừ... tốt rồi. Ăn sáng thôi.
DIALOGUE_PLAYER_DAY2_PHOTO_1,Tấm ảnh này...
DIALOGUE_PLAYER_DAY2_PHOTO_2,Hôm qua không mờ đến thế này mà. Mặt người kia... nhòe hết rồi.
DIALOGUE_PLAYER_DAY2_PHOTO_CHOICE,...Hay mắt mình mỏi?
DIALOGUE_MIKA_DAY2_PHOTO_ANSWER,Ảnh à? Do ẩm thôi. Ảnh cũ rồi mà.
DIALOGUE_PLAYER_DAY2_PHOTO_OBSERVE,...Nhìn thật kỹ. Hình như... không phải ánh sáng.
DIALOGUE_PLAYER_DAY2_PHOTO_DISMISS,...Thôi kệ. Ảnh cũ rồi.
DIALOGUE_MIKA_DAY2_COOK_1,Này — cậu giúp tớ nấu cơm được không?
DIALOGUE_MIKA_DAY2_COOK_CHOICE,Nấu cùng tớ hay cậu tự làm?
DIALOGUE_MIKA_DAY2_COOK_TOGETHER,Để tớ chỉ. Cậu vo gạo nhé.
DIALOGUE_MIKA_DAY2_COOK_ALONE,Ừ thì được. Gọi tớ khi xong.
DIALOGUE_MIKA_DAY2_EVENING_1,...Cậu thấy vui không? Hôm nay ổn không?
DIALOGUE_MIKA_DAY2_EVENING_2,...Ừ. Tốt rồi.
DIALOGUE_MIKA_DAY2_TV_GLITCH_1,...TV cũ rồi. Thỉnh thoảng bị vậy.
DIALOGUE_MIKA_DAY2_TV_GLITCH_CHOICE,Không sao đâu. Cứ xem tiếp đi.
DIALOGUE_MIKA_DAY2_TV_ACCEPT,Ừ, cáp cũ. Không có gì nghiêm trọng.
DIALOGUE_MIKA_DAY2_TV_CONCERN,...Nhà này... bình thường thôi cậu ơi.
DIALOGUE_MIKA_DAY2_BEDTIME_1,Ngủ đi cậu ơi. Ngày mai còn nhiều thứ.
DIALOGUE_MIKA_DAY3_MORNING_1,...Sáng. Ngủ ngon không?
DIALOGUE_MIKA_DAY3_MORNING_MOOD_CHOICE,Hôm nay tớ cần... một mình chút. Cậu tự lo được chứ?
DIALOGUE_MIKA_DAY3_MORNING_NORMAL,...Ừ. Tự lo đi nhé.
DIALOGUE_MIKA_DAY3_MORNING_CONCERNED,...Không sao. Chỉ mệt thôi.
DIALOGUE_MIKA_DAY3_CONFRONT_1,...Gì vậy?
DIALOGUE_MIKA_DAY3_CONFRONT_CHOICE,...Cậu muốn nói gì thì nói đi.
DIALOGUE_MIKA_DAY3_CONFRONT_A,Cậu không nên xem TV. Đó là chương trình cũ. Thỉnh thoảng họ phát lại.
DIALOGUE_MIKA_DAY3_CONFRONT_B,Lịch? Mua nhầm. Tớ quên thay.
DIALOGUE_MIKA_DAY3_CONFRONT_C,...Tớ không biết cậu đang nói về cái gì.
DIALOGUE_MIKA_DAY3_DINNER_1,...Ăn thôi.
DIALOGUE_MIKA_DAY3_DINNER_TENSION_CHOICE,...
DIALOGUE_MIKA_DAY3_DINNER_NORMAL,...Ừ. Ăn đi.
DIALOGUE_MIKA_DAY3_DINNER_SILENT,...
DIALOGUE_MIKA_DAY3_BEDTIME_1,Ngủ đi. Ngày mai sẽ tốt hơn.
DIALOGUE_MIKA_DAY4_FROZEN_1,...
DIALOGUE_MIKA_DAY4_FROZEN_CHOICE,...Cậu... đến đây làm gì?
DIALOGUE_MIKA_DAY4_FROZEN_ASK,À! Cậu dậy rồi. Bình thường thôi, tớ đang suy nghĩ gì đó.
DIALOGUE_MIKA_DAY4_FROZEN_BACK,...
DIALOGUE_PLAYER_DAY4_DIARY_1,...Cuốn sổ này. Chữ... giống chữ mình.
DIALOGUE_PLAYER_DAY4_DIARY_CHOICE,...
DIALOGUE_MIKA_DAY4_DIARY_SHOW,...Cậu tìm thấy nó rồi à. Ừ. Ngủ thôi nhé.
DIALOGUE_PLAYER_DAY4_DIARY_HIDE,...Thôi. Không cần xem.
DIALOGUE_PLAYER_DAY4_DIARY_MORE,...Đọc tiếp. Phải hiểu.
DIALOGUE_PLAYER_DAY4_MIRROR_1,...Gương này...
DIALOGUE_PLAYER_DAY4_MIRROR_CHOICE,...Hình phản chiếu... mỉm cười?
DIALOGUE_PLAYER_DAY4_MIRROR_DENY,KHÔNG! Đó là tôi! CHỈ LÀ TÔI!
DIALOGUE_PLAYER_DAY4_MIRROR_ACCEPT,...
DIALOGUE_MIKA_DAY4_MIRROR_RAGE,...Bình tĩnh lại đi. Cậu tự làm đau mình.
DIALOGUE_PLAYER_DAY4_ESCAPE_1,...Phải ra ngoài. Thử tất cả các cửa.
DIALOGUE_PLAYER_DAY4_ESCAPE_CHOICE,...
DIALOGUE_PLAYER_DAY4_ESCAPE_KEEP,...Thử tiếp! Không được bỏ cuộc!
DIALOGUE_PLAYER_DAY4_ESCAPE_GIVE_UP,...Vô ích rồi. Không có đường ra.
DIALOGUE_MIKA_DAY4_FINAL_TALK_1,Cậu... muốn ra ngoài đúng không?
DIALOGUE_MIKA_DAY4_FINAL_TALK_CHOICE,Tớ biết. Cậu có thể ra ngoài. Tớ sẽ không giữ.
DIALOGUE_MIKA_DAY4_ACCEPT,...Được. Ở lại thì ở lại.
DIALOGUE_MIKA_DAY4_RESIST,...Cậu không thể đi đâu cả đêm nay.
DIALOGUE_MIKA_DAY5_MORNING_1,...Sáng rồi. Cậu... vẫn ở đây.
DIALOGUE_MIKA_DAY5_MORNING_CHOICE,...Ngủ ngon không?
DIALOGUE_MIKA_DAY5_MORNING_SILENT,...Ừ. Không sao.
DIALOGUE_MIKA_DAY5_MORNING_LIE,...Biết mà. Cậu luôn ổn.
DIALOGUE_MIKA_DAY5_HONEST_1,Cậu ơi... tớ muốn nói thật với cậu một chuyện.
DIALOGUE_MIKA_DAY5_HONEST_2,Tớ... không biết mình là ai đôi khi. Nhưng tớ biết cậu cần tớ.
DIALOGUE_MIKA_DAY5_REGRET_CHOICE,...Cậu có hối hận không? Về những gì đã xảy ra?
DIALOGUE_MIKA_DAY5_REGRET_NO,...Không hối hận. Tốt.
DIALOGUE_MIKA_DAY5_REGRET_YES,...Ừ. Nhưng đã muộn rồi. Cũng không sao.
DIALOGUE_MIKA_DAY5_REGRET_UNKNOWN,...Tớ hiểu. Không phải ai cũng biết.
DIALOGUE_MIKA_DAY5_OFFER_1,Cậu đã đến lúc phải chọn rồi đấy.
DIALOGUE_MIKA_DAY5_ENDING_CHOICE,...Cậu muốn gì?
DIALOGUE_MIKA_DAY5_ENDING_STAY_A,...Tốt rồi. Ở lại đây với tớ. Mãi mãi.
DIALOGUE_MIKA_DAY5_ENDING_STAY_B,...Đây là nhà của cậu. Mãi mãi.
DIALOGUE_MIKA_DAY5_ENDING_CONTINUE_A,...Cậu chắc không?
DIALOGUE_MIKA_DAY5_ENDING_CONTINUE_B,...Được. Đi đi. Cẩn thận nhé.
DIALOGUE_MIKA_DAY5_ENDING_CONTINUE_END,...
DIALOGUE_MIKA_DAY5_ENDING_LEAVE_A,...Cậu đã biết rồi đó.
DIALOGUE_MIKA_DAY5_ENDING_LEAVE_B,...Dù cậu đi đâu — mang thứ này theo nhé.
DIALOGUE_MIKA_IDLE_D1_FRIENDLY_01,Cứ tự nhiên nhé.
DIALOGUE_MIKA_IDLE_D2_WARMER_01,...Cậu cần gì không?
DIALOGUE_MIKA_IDLE_D3_DISTANT_01,...
CHOICE_NOT_HUNGRY,Chưa đói lắm...
CHOICE_STAY_SILENT,(im lặng)
CHOICE_DAY3_AGREE,...Ừ. Chắc cậu nói đúng.
CHOICE_DAY3_ASK_LOOP,Nhưng lịch cũng sai nữa.
CHOICE_DAY3_ASK_MOM,Mẹ ở đâu rồi?
CHOICE_STAY,Tôi muốn ở lại.
CHOICE_CONTINUE,Tôi cần rời đi.
CHOICE_LEAVE,Mika là ai thật sự?
EXAMINE_SOFA_D1,Ghế sofa mềm. Có mùi vải mới.
EXAMINE_TV_D1,TV cũ. Anten dây. Nhưng màn hình sạch.
EXAMINE_SHELF_D1,Vài cuốn truyện cũ. Và... một tấm ảnh?
EXAMINE_PHOTO_D1,Ảnh gia đình. Mika ở đây... và người kia.
EXAMINE_PHOTO_D1_B,Mặt người kia hơi mờ. Ảnh cũ rồi chắc.
EXAMINE_FRIDGE_D1,Oa — đầy đồ ăn. Sữa, trứng, rau, thịt.
EXAMINE_FRIDGE_D1_B,Lâu rồi mình không thấy tủ lạnh đầy như này.
EXAMINE_CALENDAR_D1,Lịch treo tường. Hôm nay là ngày đầu tiên ở đây.
EXAMINE_DOOR_LOCKED_D1,Cửa... khóa. Từ bên ngoài.
EXAMINE_BED_D1,Giường êm. Chăn ấm. Thoải mái hơn nhà cũ nhiều.
EXAMINE_WINDOW_D1,Bầu trời chiều cam và vàng. Đẹp.
LORE_NEWSPAPER_01,[TỜ BÁO] LOCAL SHELTER REPORTS INCREASED RUN-AWAYS
LORE_NEWSPAPER_01_B,Ba trẻ em từ 12-15 tuổi được báo cáo mất tích khỏi khu vực dân cư tuần này. Chính quyền kêu gọi... [phần còn lại bị rách]
LORE_NOTE_01,[GHI CHÚ — chữ viết tay]
LORE_NOTE_01_B,"Ngày ?? / Vẫn đang đợi. Mika nói mẹ sẽ gọi sớm thôi."
LORE_NOTE_01_C,"Tôi tin [gạch bỏ] họ. / Ngôi nhà này... có gì đó sai?" — Chữ... trông quen quen.
LORE_NOTE_02_MIRROR,[GHI chữ mờ trên gương] ...đã ở đây
LORE_NOTE_03_CALENDAR,[GHI CHÚ — rơi ra từ sau lịch]
LORE_NOTE_03_B,"Ngày 7? 8? Tôi không biết nữa. Mika không chịu trả lời."
LORE_NOTE_03_C,"Những tấm ảnh trông sai rồi. Lịch vẫn hiện cùng một ngày. Tôi đang điên à? Đừng tin —" [bị xé]
LORE_TV_BROADCAST_D3,[TIN TỨC — Màn hình flicker] Vụ mất tích trẻ em đã 3 tuần qua...
LORE_TV_BROADCAST_D3_B,[Hình ảnh xuất hiện — sketch chân dung cảnh sát... rồi STATIC]
LORE_DIARY_D4,[NHẬT KÝ — Không ghi ngày]
LORE_DIARY_D4_B,"Tôi bắt đầu nhớ lại rồi. Mika không có trong bức ảnh gia đình duy nhất tôi tìm thấy."
LORE_DIARY_D4_C,"Mika biết những thứ tôi chưa bao giờ kể cho ai. Vậy Mika là ai?"
LORE_DIARY_D4_D,"Xin hãy để nơi này là thật. Tôi không muốn quay lại. Quay lại đó — lạnh lắm."
LORE_NOTE_04_BED,[MẢNH GIẤY dưới nệm giường]
LORE_NOTE_04_B,"Tôi nhớ ra rồi. Mika không có thật. Mika chưa bao giờ — [gạch bỏ rất mạnh]"
LORE_NOTE_04_C,"Tôi không thể sống thiếu thứ này. Dù sao. Nơi này... ấm áp hơn. / Tôi chọn ở lại. / Xin đừng tìm tôi."
LORE_NEWSPAPER_03_D4,[TỜ BÁO CŨ — nhàu nát] YOUTH FOUND UNRESPONSIVE IN [ĐỊA ĐIỂM BỊ CHE]
LORE_NEWSPAPER_03_B,"...Critical condition... ...unidentified... ...family has not been located..." [Ảnh mờ — không đọc được]
EXAMINE_PHOTO_D2,Tấm ảnh này... hôm qua không mờ đến thế này mà.
EXAMINE_PHOTO_D2_B,Mặt người kia... nhòe hết rồi. Hay mắt mình mỏi?
EXAMINE_PHOTO_D3,Bây giờ tấm ảnh... chỉ còn Mika.
EXAMINE_CALENDAR_D3,Lịch. Hôm nay là ngày...
EXAMINE_CALENDAR_D3_B,Chờ đã. Ngày này... giống hệt hôm qua?
EXAMINE_CALENDAR_D3_C,Tất cả các trang. Cùng một ngày. Tháng này... đã qua từ lâu rồi.
EXAMINE_FRIDGE_D3,Tủ lạnh... trống. Không có gì cả.
EXAMINE_MIRROR_D4,Gương. Nhìn vào đi.
EXAMINE_MIRROR_D4_B,Reflection... lag một nhịp. Cử động chậm hơn. Rồi dừng lại — và... mỉm cười.
EXAMINE_DOOR_D4_LOCKED,...Tất cả các cửa. Khóa hết.
EXAMINE_WHISPERS_D4,...Tiếng thì thầm từ đâu đó. "Về đây... lạnh lắm... về đây..."
EXAMINE_WHISPERS_D4_B,...Giọng đó... nghe quen. Của mình à?
C2_OPEN_STAY_1,Sáng rồi. Ấm áp. Quen thuộc.
C2_OPEN_STAY_2,...Sao y hệt hôm qua vậy?
C2_OPEN_STAY_3,...Không. Mình đang nghĩ nhiều quá. Thôi sống hiện tại đi.
C2_OPEN_ESCAPE_1,Tối. Lạnh. Không phải trong nhà.
C2_OPEN_ESCAPE_2,...Mình nghĩ mình đã thoát ra rồi mà.
C2_OPEN_TRUTH_1,Trắng. Không có gì.
C2_OPEN_TRUTH_2,...Cậu đã nhìn thấy rồi đó. Nhưng cậu vẫn ở đây.
C2_EXAMINE_HALLWAY,...Hành lang này... dài hơn lúc trước?
C2_EXAMINE_SHOES,Đôi giày này... ai để ở đây?
C2_EXAMINE_SHOES_2,...Nhỏ quá. Không phải của Mika. Không phải của mình.
C2_EXAMINE_MIRROR_LAG,Gương. Nhìn vào.
C2_EXAMINE_MIRROR_LAG_2,...Reflection lag. Đưa tay — nó đưa chậm hơn nửa giây. Rồi... Mika đứng sau mình trong gương. Quay lại — không có ai.
C2_TALK_REAL_START,...Cậu có muốn tớ kể thật không?
C2_TALK_REAL_2,Tớ biết cậu biết rồi. Cậu biết từ ngày 4 rồi. Câu hỏi không phải là "Mika là ai". Câu hỏi là...
C2_TALK_REAL_CHOICE,...Tại sao cậu vẫn ở đây?
C2_REASON_COMFORT_NODE,Vì... tôi muốn ở lại.
C2_REASON_TRAPPED_NODE,Vì tôi không thoát được.
C2_REASON_TRUTH_NODE,Vì tôi chưa nhớ hết.
C2_REASON_MIKA_RESP,...Được rồi. Thì đi theo tớ.
C2_HIDDEN_ROOM_1,Tớ chưa bao giờ cho cậu vào đây.
C2_HIDDEN_ROOM_2,Căn phòng này... tớ giữ nó vì lý do.
C2_HIDDEN_ROOM_CHOICE,...Cậu muốn xem cái gương không?
